Gene_symbol,gene_accession_id,analysis_id,pvalue,mouse_life_stage,parameter_id,parameter_name,parameter_description,parameter_group,mouse_strain
Cd27,MGI:88326,w9kw5kjpag7sho0,0.560108,Early adult,IMPC_IPG_010_001,Fasted blood glucose concentration,NA,CBC Chemistry,C57BL
Cd27,MGI:88326,6g124o6kc4w7p8y,0.575033,Early adult,IMPC_ECH_011_001,LVIDs,NA,Echocardiography,C57BL
Cd27,MGI:88326,p2312ht1frw083h,0.576169,Early adult,IMPC_CBC_054_001,Magnesium,NA,CBC Chemistry,C57BL
Cd27,MGI:88326,6g07xsx3u5m8lin,0.578175,Early adult,IMPC_DXA_009_001,Fat/Body weight,Fat_body_weight,Weight,C57BL
Cd27,MGI:88326,h58a0bh2942d0t2,0.585448,Early adult,CCP_XRY_018_001,Shape of vertebrae,generated during R cleaning due to missing Parameter ID metadata,Images,C57BL
Cd27,MGI:88326,h92un0y42fd8j0y,0.591054,Early adult,IMPC_DXA_005_001,Bone Mineral Content (excluding skull),Bone_mineral_content_excluding_skull,Images,C57BL
Cd27,MGI:88326,g76ji64quiexz7l,0.596236,Early adult,HMGULA_GRS_011_001,Forelimb and hindlimb grip strength normalised against body weight,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Cd27,MGI:88326,e2r08nr6605z4kx,0.602054,Early adult,IMPC_GEL_011_001,Embryo turning,Embryo_turning,Morphology/Development,C57BL
Cd27,MGI:88326,365321w25xx3m20,0.613145,Early adult,IMPC_HWT_002_001,Tibia length,Tibia_length,Weight,C57BL
Cd27,MGI:88326,y7x501939t009s3,0.626794,Early adult,IMPC_HEM_033_001,Monocyte differential count,A_white_blood_cell_(wbc)_count_measures_the_number_of_white_blood_cells_in_your_blood._A_wbc_differential_determines_the_percentage_of_each_type_of_white_blood_cell_present_in_your_blood._A_differential_can_also_detect_immature_white_blood_cells_or_any_abnormalities_both_of_which_are_signs_of_a_potential_problem.,Hematology,C57BL
Cd27,MGI:88326,33d829t9yyq5418,0.63329,Early adult,IMPC_OFD_018_001,Latency to center entry,Latency_to_center_entry,Activity/Movement,C57BL
Cd27,MGI:88326,yyg04p3746p7dgo,0.63469,Early adult,ESLIM_007_001_005,Whole arena average speed,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Cd27,MGI:88326,228624fzw6y46e3,0.636522,Early adult,IMPC_OFD_017_001,Center average speed,Center_average_speed,Activity/Movement,C57BL
Cd27,MGI:88326,ujk89arl56bb4c5,0.647617,Early adult,IMPC_HEM_008_001,Platelet count,Platelet_count,Hematology,C57BL
Cd27,MGI:88326,uz28a798dntwgr1,0.649396,Early adult,IMPC_CBC_010_001,Phosphorus,Phosphate,CBC Chemistry,C57BL
Cd27,MGI:88326,69m4656k6dheixk,0.658871,Early adult,CCP_XRY_058_001,Lordosis,generated during R cleaning due to missing Parameter ID metadata,Images,C57BL
Cd27,MGI:88326,1s8t39eb9i1a0bk,0.667147,Early adult,IMPC_DXA_002_001,Fat mass,Fat_mass,Weight,C57BL
Cd27,MGI:88326,br26xayzucbh3g1,0.668527,Early adult,M_G_P_016_001_008,Platelet count,generated during R cleaning due to missing Parameter ID metadata,Hematology,C57BL
Cd27,MGI:88326,kchruv8h2c03gx6,0.673879,Early adult,IMPC_CSD_003_001,Tail - thickness,Tail_thickness,Images,C57BL
Cd27,MGI:88326,84l14qi9033ou53,0.676426,Early adult,ESLIM_007_001_009,Periphery average speed,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Cd27,MGI:88326,g0180tir30023dc,0.677383,Early adult,IMPC_CSD_077_001,Contact righting,Contact_righting,Images,C57BL
Cd27,MGI:88326,z2yy02e81b0l4kc,0.680587,Early adult,M_G_P_025_001_013,Aspartate aminotransferase,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Cd27,MGI:88326,59ki4t481f49625,0.681112,Early adult,IMPC_HEM_002_001,Red blood cell count,Red_blood_cell_count,Hematology,C57BL
Cd27,MGI:88326,3y3vi70045sjiv6,0.687105,Early adult,IMPC_EYE_014_001,Pupil Light Response,Pupil_light_response,Eye Morphology,C57BL
Cd27,MGI:88326,q1n5jeq4r623nmn,0.697115,Early adult,IMPC_GEL_027_001,Neural tube closure,Neural_tube_closure,Morphology/Development,C57BL
Cd27,MGI:88326,u4qa6mvu7erp72v,0.706568,Early adult,IMPC_CBC_011_001,Iron,Iron,CBC Chemistry,C57BL
Cd27,MGI:88326,6eu7ur3yq20yhh9,0.71979,Early adult,IMPC_ACS_033_001,% Pre-pulse inhibition - PPI1,Pre_pulse_inhibition_pp1,Brain,C57BL
Cd27,MGI:88326,qnc6sn08kwuk1r6,0.726591,Early adult,IMPC_EYE_016_001,Lens,Lens,Eye Morphology,C57BL
Cd27,MGI:88326,2rxh4smo2343tq9,0.735979,Early adult,IMPC_OFD_013_001,Periphery average speed,Periphery_average_speed,Activity/Movement,C57BL
Cd27,MGI:88326,om09384ym6qg204,0.760189,Early adult,IMPC_CBC_014_001,Alkaline phosphatase,Alkaline_phosphatase,CBC Chemistry,C57BL
Cd27,MGI:88326,26h799yr637670c,0.760568,Early adult,IMPC_DXA_006_001,Body length,Body_length,Images,C57BL
Cd27,MGI:88326,582hjg45597y561,0.765903,Early adult,IMPC_EYE_063_001,Right inner nuclear layer,NA,Eye Morphology,C57BL
Cd27,MGI:88326,uzj02t3kg09nye4,0.769179,Early adult,IMPC_DXA_010_001,Bone Area,Bone_area_bmc_bmd,Images,C57BL
Cd27,MGI:88326,24hlrqc81238e0o,0.775118,Early adult,IMPC_ACS_037_001,% Pre-pulse inhibition - Global,Pre_pulse_inhibition_global,Brain,C57BL
Cd27,MGI:88326,000j5v1b1q6c550,0.783829,Early adult,IMPC_GRS_010_001,Forelimb grip strength normalised against body weight,Forelimb_grip_strength_normalised_against_body_weight,Activity/Movement,C57BL
Cd27,MGI:88326,ta9873l2362r443,0.793733,Early adult,ESLIM_021_001_002,Total cholesterol,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Cd27,MGI:88326,b2s4d80q3all4r7,0.79506,Early adult,IMPC_GRS_009_001,Forelimb and hindlimb grip strength measurement mean,Forelimb_and_hindlimb_grip_strength_measurement_mean,Activity/Movement,C57BL
Cd27,MGI:88326,9i97rx07y0vh20o,0.795656,Early adult,IMPC_EYE_092_001,Retina (combined),NA,Eye Morphology,C57BL
Cd27,MGI:88326,cw09a39xf78nomy,0.798259,Early adult,IMPC_CBC_002_001,Potassium,Potassium,CBC Chemistry,C57BL
Cd27,MGI:88326,5r941azz9lu76ca,0.804934,Early adult,HMGULA_CBC_015_001,Total cholesterol,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Cd27,MGI:88326,8059105i8e6891v,0.812858,Early adult,IMPC_CSD_061_001,Skin color - tail,Skin_color_tail,Images,C57BL
Cd27,MGI:88326,9ylgf115s62ujd2,0.81612,Early adult,IMPC_CBC_001_001,Sodium,Sodium,CBC Chemistry,C57BL
Cd27,MGI:88326,341177pa1b9klf7,0.818893,Early adult,IMPC_EYE_024_001,Retinal Blood Vessels,Retinal_blood_vessels,Eye Morphology,C57BL
Cd27,MGI:88326,22y51v6q1312fr2,0.82957,Early adult,ESLIM_011_001_007,PP1 + pulse startle magnitude,generated during R cleaning due to missing Parameter ID metadata,Brain,C57BL
Cd27,MGI:88326,2xq7o9rj46i28p2,0.837766,Early adult,IMPC_EYE_087_001,Right vitreous humor thickness,NA,Eye Morphology,C57BL
Cd27,MGI:88326,o881930fmp37s1q,0.842714,Early adult,HMGULA_OWT_023_001,Whole liver weight,generated during R cleaning due to missing Parameter ID metadata,Weight,C57BL
Cd27,MGI:88326,0vyt6x31236tmxv,0.863858,Early adult,M_G_P_020_001_001,Body Weight,generated during R cleaning due to missing Parameter ID metadata,Weight,C57BL
Cd27,MGI:88326,i4obu0k8273ia39,0.865313,Early adult,IMPC_EYE_027_001,Persistence of hyaloid vascular system,Persistence_of_hyaloid_vascular_system,Eye Morphology,C57BL
Cd27,MGI:88326,0e2h03d0cn4qx7s,0.867658,Early adult,IMPC_EYE_012_001,Pupil Shape,Pupil_shape,Eye Morphology,C57BL
Cd27,MGI:88326,mw98064g01e7lns,0.88795,Early adult,IMPC_GRS_011_001,Forelimb and hindlimb grip strength normalised against body weight,Forelimb_and_hindlimb_grip_strength_normalised_against_body_weight,Activity/Movement,C57BL
Cd27,MGI:88326,5uu1onuv609q300,0.892806,Early adult,IMPC_GEL_060_001,Neural tube morphology,NA,Morphology/Development,C57BL
Cd27,MGI:88326,ssrya58qw40d12z,0.899098,Early adult,IMPC_CBC_028_001,Creatine kinase,Creatine_kinase,CBC Chemistry,C57BL
Cd27,MGI:88326,kpt146hyj9ptf50,0.904593,Early adult,IMPC_ABR_006_001,12kHz-evoked ABR Threshold,12khz_evoked_abr_threshold,Brain,C57BL
Cd27,MGI:88326,99ik36yz8yuz3xb,0.905545,Early adult,IMPC_GEL_018_001,Visceral yolk sac morphology,Visceral_yolk_sac_morphology,Morphology/Development,C57BL
Cd27,MGI:88326,714p005zxn178gj,0.911319,Early adult,ESLIM_016_001_007,Mean cell hemoglobin concentration,generated during R cleaning due to missing Parameter ID metadata,Hematology,C57BL
Cd27,MGI:88326,ucn0t99k795nd34,0.92608,Early adult,IMPC_CSD_032_001,Locomotor activity,Locomotor_activity,Images,C57BL
Cd27,MGI:88326,8k672x2a73ng3ga,0.931178,Early adult,IMPC_EYE_007_001,Cornea,Cornea,Eye Morphology,C57BL
Cd27,MGI:88326,m5d359js4453c93,0.94129,Early adult,ESLIM_006_001_035,Tibia length,generated during R cleaning due to missing Parameter ID metadata,Images,C57BL
Cd27,MGI:88326,95895fa5rl14053,0.945342,Early adult,IMPC_CSD_019_001,Forelimbs - size,Forelimbs_size,Images,C57BL
Cd27,MGI:88326,5z3y58dvqy797o8,0.945941,Early adult,IMPC_ECG_010_001,HRV,NA,Images,C57BL
Cd27,MGI:88326,r1960e0v2l20o21,0.952537,Early adult,CCP_XRY_027_001,Joints,generated during R cleaning due to missing Parameter ID metadata,Images,C57BL
Cd27,MGI:88326,8x60m76y2922fsl,0.953579,Early adult,IMPC_OFD_022_001,Percentage center time,Percentage_center_time,Activity/Movement,C57BL
Cd27,MGI:88326,8am53ehz1432k5e,0.972232,Early adult,HMGULA_OFD_009_001,Whole arena average speed,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Cd27,MGI:88326,85vq87d2qf4e2jn,0.97354,Early adult,IMPC_HWT_008_001,Heart weight,Heart_weight,Weight,C57BL
Cd27,MGI:88326,c5101zrf3c14098,0.986615,Early adult,IMPC_OWT_004_001,Right kidney weight,Right_kidney_weight,Weight,C57BL
Cd27,MGI:88326,79dl7e485h6iti4,0.999585,Early adult,IMPC_CBC_012_001,Aspartate aminotransferase,Aspartate_aminotransferase,CBC Chemistry,C57BL
Cdyl2,MGI:1923046,6r03wpn21699i26,NULL,Early adult,IMPC_ACS_037_001,% Pre-pulse inhibition - Global,Pre_pulse_inhibition_global,Brain,C57BL
Cdyl2,MGI:1923046,64a093qfmd29670,NULL,Early adult,IMPC_HWT_002_001,Tibia length,Tibia_length,Weight,C57BL
Cdyl2,MGI:1923046,u09wt83t38oelym,0.000000022411,Early adult,IMPC_DXA_006_001,Body length,Body_length,Images,C57BL
Cdyl2,MGI:1923046,91i62y9q85389vs,0.000000776989,Early adult,IMPC_OFD_013_001,Periphery average speed,Periphery_average_speed,Activity/Movement,C57BL
Cdyl2,MGI:1923046,966i3e7nnff3rid,0.00000141358,Early adult,IMPC_OFD_010_001,Periphery distance travelled,Periphery_distance_travelled,Activity/Movement,C57BL
Cdyl2,MGI:1923046,sz0umgrh9972093,0.00000234795,Early adult,IMPC_OFD_020_001,Distance travelled - total,Distance_travelled_total,Activity/Movement,C57BL
Cdyl2,MGI:1923046,34ga1555y313kt7,0.00000272821,Early adult,IMPC_OFD_007_001,Whole arena resting time,Whole_arena_resting_time,Activity/Movement,C57BL
Cdyl2,MGI:1923046,b086njez971b66b,0.0000108944,Early adult,IMPC_CSD_032_001,Locomotor activity,Locomotor_activity,Images,C57BL
Cdyl2,MGI:1923046,14133l03syns3o0,0.0000322832,Early adult,IMPC_OFD_009_001,Whole arena average speed,Whole_arena_average_speed,Activity/Movement,C57BL
Cdyl2,MGI:1923046,a963fafny7bpdp0,0.0000695433,Early adult,IMPC_HEM_002_001,Red blood cell count,Red_blood_cell_count,Hematology,C57BL
Cdyl2,MGI:1923046,0w7c9w02ghixczr,0.0517853,Early adult,IMPC_CSD_061_001,Skin color - tail,Skin_color_tail,Images,C57BL
Cdyl2,MGI:1923046,dq8nu43042sh398,0.0518937,Early adult,IMPC_EYE_068_001,Left total retinal thickness,NA,Eye Morphology,C57BL
Cdyl2,MGI:1923046,3uyvb9vk851pxoe,0.0621311,Early adult,IMPC_CSD_028_001,Snout size,Snout_size,Images,C57BL
Cdyl2,MGI:1923046,fwna63m4auz7ly3,0.0666575,Early adult,IMPC_EYE_070_001,Left outer nuclear layer,NA,Eye Morphology,C57BL
Cdyl2,MGI:1923046,a7l6mh33f4i272j,0.0678285,Early adult,IMPC_OFD_017_001,Center average speed,Center_average_speed,Activity/Movement,C57BL
Cdyl2,MGI:1923046,r1en788b457a0by,0.0804957,Early adult,IMPC_EYE_025_001,Retinal Blood Vessels Structure,Retinal_blood_vessels_structure,Eye Morphology,C57BL
Cdyl2,MGI:1923046,9cll49s5r97e4b4,0.0922883,Early adult,IMPC_GRS_011_001,Forelimb and hindlimb grip strength normalised against body weight,Forelimb_and_hindlimb_grip_strength_normalised_against_body_weight,Activity/Movement,C57BL
Cdyl2,MGI:1923046,6k193b9hi184h93,0.0944032,Early adult,ESLIM_021_001_003,Triglycerides,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Cdyl2,MGI:1923046,bfy2s5713c7ai15,0.0986119,Early adult,IMPC_ECH_011_001,LVIDs,NA,Echocardiography,C57BL
Cdyl2,MGI:1923046,4n060u98wb41i3f,0.0993705,Early adult,IMPC_EYE_063_001,Right inner nuclear layer,NA,Eye Morphology,C57BL
Cdyl2,MGI:1923046,x580g6305tg2745,0.100716,Early adult,IMPC_DXA_008_001,Lean/Body weight,Lean_body_weight,Weight,C57BL
Cdyl2,MGI:1923046,l0231w12050b414,0.104118,Early adult,IMPC_CSD_038_001,Trunk curl,Trunk_curl,Images,C57BL
Cdyl2,MGI:1923046,80ssse14678y9x0,0.114367,Early adult,IMPC_EYE_092_001,Retina (combined),NA,Eye Morphology,C57BL
Cdyl2,MGI:1923046,4kvj48bq9y4czq3,0.117684,Early adult,IMPC_ABR_012_001,30kHz-evoked ABR Threshold,30khz_evoked_abr_threshold,Brain,C57BL
Cdyl2,MGI:1923046,ax6262n546rr7m5,0.118916,Early adult,IMPC_OFD_021_001,Number of rears - total,Number_of_rears_total,Activity/Movement,C57BL
Cdyl2,MGI:1923046,v2i42l8bohv0u75,0.119759,Early adult,IMPC_DXA_009_001,Fat/Body weight,Fat_body_weight,Weight,C57BL
Cdyl2,MGI:1923046,502ap5u8t9r7s6i,0.129586,Early adult,IMPC_CSD_077_001,Contact righting,Contact_righting,Images,C57BL
Cdyl2,MGI:1923046,5a484a379bcgzqf,0.12972,Early adult,IMPC_DXA_002_001,Fat mass,Fat_mass,Weight,C57BL
Cdyl2,MGI:1923046,ppkne3ok1394sjf,0.145515,Early adult,JAX_OFD_019_001,Number of center entries,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Cdyl2,MGI:1923046,7hja893kosu8c6s,0.146667,Early adult,IMPC_FEA_015_001,Cue Baseline % Freezing Time,Cue_baseline_freezing_time,Brain,C57BL
Cdyl2,MGI:1923046,z1bs17i3f2y9tj2,0.158904,Early adult,ESLIM_007_001_009,Periphery average speed,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Cdyl2,MGI:1923046,dmm40xf842c2285,0.166565,Early adult,CCP_XRY_060_001,Transitional vertebrae,generated during R cleaning due to missing Parameter ID metadata,Images,C57BL
Cdyl2,MGI:1923046,ph38v5656u4axna,0.17954,Early adult,CCP_XRY_027_001,Joints,generated during R cleaning due to missing Parameter ID metadata,Images,C57BL
Cdyl2,MGI:1923046,3rx6myyfy8ths31,0.195466,Early adult,IMPC_CSD_062_001,Skin texture - whole body,Skin_texture_whole_body,Images,C57BL
Cdyl2,MGI:1923046,mjksr70o734787e,0.198853,Early adult,IMPC_EYE_023_001,Optic Disc,Optic_disc,Eye Morphology,C57BL
Cdyl2,MGI:1923046,lo141107932al3u,0.201173,Early adult,IMPC_GEP_004_002,Spontaneous movement,No_spontaneous_movement,Activity/Movement,C57BL
Cdyl2,MGI:1923046,h8z12181ihpwz04,0.205943,Early adult,IMPC_DXA_010_001,Bone Area,Bone_area_bmc_bmd,Images,C57BL
Cdyl2,MGI:1923046,02ho8v848vt2zc0,0.209213,Early adult,IMPC_GEL_024_001,Branchial arch morphology,Branchial_arch_morphology,Morphology/Development,C57BL
Cdyl2,MGI:1923046,1x309v6js0zt886,0.219101,Early adult,JAX_OFD_009_001,Whole arena average speed,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Cdyl2,MGI:1923046,4a63d48m1n654b6,0.225717,Early adult,IMPC_FEA_003_001,Conditioning Baseline % Freezing Time,Conditioning_baseline_freezing_time,Brain,C57BL
Cdyl2,MGI:1923046,a7382s3v3v2lwh3,0.247753,Early adult,IMPC_EYE_059_001,Mean right eye lens density,NA,Eye Morphology,C57BL
Cdyl2,MGI:1923046,1eu95a5vis10l98,0.25289,Early adult,IMPC_CBC_020_001,Fructosamine,Fructosamine,CBC Chemistry,C57BL
Cdyl2,MGI:1923046,9y1474q63jw1j67,0.272967,Early adult,TCP_CHL_072_001,PBS Inspiratory time,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Cdyl2,MGI:1923046,kmthv4gu1q393n2,0.272973,Early adult,IMPC_EYE_083_001,Vitreous,NA,Eye Morphology,C57BL
Cdyl2,MGI:1923046,qxt8rm4z35649v7,0.273849,Early adult,IMPC_OFD_050_001,Percentage center movement time,Percentage_center_movement_time,Activity/Movement,C57BL
Cdyl2,MGI:1923046,x81z5k441j0e967,0.277741,Early adult,ESLIM_011_001_006,110dB startle magnitude,generated during R cleaning due to missing Parameter ID metadata,Brain,C57BL
Cdyl2,MGI:1923046,07bk7vv6x6kxwfs,0.277804,Early adult,M_G_P_025_001_013,Aspartate aminotransferase,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Cdyl2,MGI:1923046,pu449dg4rz5lw4m,0.280267,Early adult,IMPC_EYE_015_001,Iris Pigmentation,Iris_pigmentation,Eye Morphology,C57BL
Cdyl2,MGI:1923046,tk6hgg0hk65f380,0.280543,Early adult,HMGULA_GRS_011_001,Forelimb and hindlimb grip strength normalised against body weight,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Cdyl2,MGI:1923046,w9w7a178p2y111q,0.288812,Early adult,IMPC_HEM_006_001,Mean corpuscular hemoglobin,Mean_corpuscular_hemoglobin,Hematology,C57BL
Cdyl2,MGI:1923046,fswp2a9g1twzp50,0.294816,Early adult,IMPC_CBC_001_001,Sodium,Sodium,CBC Chemistry,C57BL
Cdyl2,MGI:1923046,mvvz99e78w90vaq,0.303334,Early adult,IMPC_GEL_060_001,Neural tube morphology,NA,Morphology/Development,C57BL
Cdyl2,MGI:1923046,1fxc2119s66uowd,0.311964,Early adult,CCP_XRY_058_001,Lordosis,generated during R cleaning due to missing Parameter ID metadata,Images,C57BL
Cdyl2,MGI:1923046,3491k8z8yv84s8h,0.319174,Early adult,IMPC_ABR_006_001,12kHz-evoked ABR Threshold,12khz_evoked_abr_threshold,Brain,C57BL
Cdyl2,MGI:1923046,5g70i3e0gr8i916,0.321219,Early adult,ESLIM_018_001_003,T cell CD3+ percentage,generated during R cleaning due to missing Parameter ID metadata,Immunology,C57BL
Cdyl2,MGI:1923046,282sv315gp28140,0.321538,Early adult,IMPC_ABR_008_001,18kHz-evoked ABR Threshold,18khz_evoked_abr_threshold,Brain,C57BL
Cdyl2,MGI:1923046,l49th77697s9r9i,0.329738,Early adult,IMPC_ECG_010_001,HRV,NA,Images,C57BL
Cdyl2,MGI:1923046,wto05tu5xqlf6fp,0.331772,Early adult,IMPC_ECH_014_001,Body Temp,NA,Echocardiography,C57BL
Cdyl2,MGI:1923046,64457v56hqk7o40,0.334715,Early adult,IMPC_CBC_014_001,Alkaline phosphatase,Alkaline_phosphatase,CBC Chemistry,C57BL
Cdyl2,MGI:1923046,bzxb520231k932d,0.334754,Early adult,ESLIM_018_001_002,T cell CD8+ percentage,generated during R cleaning due to missing Parameter ID metadata,Immunology,C57BL
Cdyl2,MGI:1923046,863e7z7awi5cods,0.338192,Early adult,IMPC_CBC_005_001,Creatinine,Creatinine_enzymatic_method_preferred,CBC Chemistry,C57BL
Cdyl2,MGI:1923046,8k6m6abm9m9iln0,0.364278,Early adult,IMPC_HEM_032_001,Lymphocyte cell count,A_white_blood_cell_(wbc)_count_measures_the_number_of_white_blood_cells_in_your_blood._A_wbc_differential_determines_the_percentage_of_each_type_of_white_blood_cell_present_in_your_blood._A_differential_can_also_detect_immature_white_blood_cells_or_any_abnormalities_both_of_which_are_signs_of_a_potential_problem.,Hematology,C57BL
Cdyl2,MGI:1923046,2ue0zcl59jyg1co,0.364354,Early adult,JAX_OFD_007_001,Whole arena resting time,generated during R cleaning due to missing Parameter ID metadata,Activity/Movement,C57BL
Cdyl2,MGI:1923046,57921zieut061kz,0.367854,Early adult,M_G_P_025_001_003,Creatinine,generated during R cleaning due to missing Parameter ID metadata,CBC Chemistry,C57BL
Cdyl2,MGI:1923046,a68x5fdz3b3aws7,0.368516,Early adult,MGP_CSD_004_001,Transfer arousal,generated during R cleaning due to missing Parameter ID metadata,Images,C57BL
Cdyl2,MGI:1923046,84f7jmsv66o0btf,0.380419,Early adult,IMPC_EYE_056_001,Mean left eye lens density,NA,Eye Morphology,C57BL
Cdyl2,MGI:1923046,5so252q98944475,0.382605,Early adult,ESLIM_011_001_702,Prepulse inhibition - PP2,generated during R cleaning due to missing Parameter ID metadata,Brain,C57BL
Cdyl2,MGI:1923046,5g01uz8454845j0,0.383838,Early adult,IMPC_XRY_033_001,Tibia length,Tibia_length,Images,C57BL
Cdyl2,MGI:1923046,00u6498wpg2j382,0.386068,Early adult,IMPC_HWT_008_001,Heart weight,Heart_weight,Weight,C57BL
Cdyl2,MGI:1923046,9ih085e0zfpfvb9,0.391896,Early adult,IMPC_HEM_005_001,Mean cell volume,Mean_cell_volume,Hematology,C57BL
Cdyl2,MGI:1923046,d7jy9bn2tm2o931,0.395786,Early adult,IMPC_OFD_012_001,Periphery permanence time,Periphery_permanence_time,Activity/Movement,C57BL
Cdyl2,MGI:1923046,06uw878ovv06nf7,0.396901,Early adult,IMPC_CSD_013_001,Coat - hair distribution - abdomen,Coat_hair_distribution_abdomen,Images,C57BL
